,index,tweet_text,emotion_in_tweet_is_directed_at,label,tweet_text_cln,alt_label,class,pred_label,pred_scores
121,121,#iPad and #Austin are trending today. Have fun at #sxsw all you nerdy nerds!!!,iPad,Positive emotion,and are trending today. Have fun at all you nerdy nerds!!!,POS,2,POS,0.9622201323509216
122,122,"Headed to #Austin for #SXSW? Check out my map for newbies {link} @mention @mention , @mention @mention Enjoy!",,No emotion toward brand or product,"Headed to for Check out my map for newbies {link} , Enjoy!",NEU,1,POS,0.9766417145729065
123,123,Funny how #Austin is trending but not #SXSW. Only a matter of minutes at this point (at least according to Twitter for iPhone).,,No emotion toward brand or product,Funny how is trending but not Only a matter of minutes at this point (at least according to Twitter for iPhone).,NEU,1,POS,0.8134939670562744
124,124,Christian #iPad #iPhone devs I want to talk to u at #sxsw or after -maybe we can wk together on cool app! @mention me,iPad or iPhone App,Positive emotion,Christian devs I want to talk to u at or after -maybe we can wk together on cool app! me,POS,2,POS,0.8694795966148376
125,125,#sxsw #ux #ipad #uxdes remember to ultimately be aware of the audience your app is targeted towards. An unexpected experience can be good.,,No emotion toward brand or product,remember to ultimately be aware of the audience your app is targeted towards. An unexpected experience can be good.,NEU,1,POS,0.7649528384208679
126,126,The Apple #iPAD2  has taken #SxSW and #Austin by storm.. {link}  @mention excited to a be a part #mobile,iPad,Positive emotion,The Apple has taken and by storm.. {link} excited to a be a part,POS,2,POS,0.9909642934799194
127,127,I can haz #iPad2 ifrom #SxSW Gr8 {link},iPad,Positive emotion,I can haz ifrom Gr8 {link},POS,2,NEU,0.7793363928794861
128,128,"Stacks of #ipad2's waiting to be bought at #sxsw. I got mine, no hassle at all. Apple handled this perfectly {link}",iPad,Positive emotion,"Stacks of waiting to be bought at I got mine, no hassle at all. Apple handled this perfectly {link}",POS,2,POS,0.8734334707260132
129,129,"#Google's #Mobile Future, and the Elusive 'Power of Here' - {link} (via @mention #eurorscg #sxsw #sxswi",,No emotion toward brand or product,"Future, and the Elusive 'Power of Here' - {link} (via",NEU,1,NEU,0.872050404548645
130,130,"For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps",,No emotion toward brand or product,For those (or at here's {link} Free to download and meet nearby peps,NEU,1,NEU,0.8914270997047424
131,131,Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link}  #seo #sxsw,,Positive emotion,Does your need reviews to play on Google Places...We got an App for that..{link},POS,2,NEU,0.8854378461837769
132,132,Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link} #seo #sxsw,,No emotion toward brand or product,Does your need reviews to play on Google Places...We got an App for that..{link},NEU,1,NEU,0.8854378461837769
133,133,"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW",,No emotion toward brand or product,follow lead {link},NEU,1,NEU,0.9514513611793518
134,134,"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW /via @mention ^rg",,No emotion toward brand or product,follow lead {link} /via ^rg,NEU,1,NEU,0.9737008213996887
135,135,"Take that #SXSW ! RT @mention Major South Korean director gets $130,000 to make a movie entirely with his iPhone. {link}",iPhone,Positive emotion,"Take that ! RT Major South Korean director gets $130,000 to make a movie entirely with his iPhone. {link}",POS,2,NEU,0.8946701288223267
136,136,"Beautiful #sxsw (@mention Apple Store, SXSW) [pic]: {link}",Apple,Positive emotion,"Beautiful (@mention Apple Store, SXSW) [pic]: {link}",POS,2,POS,0.9311586618423462
137,137,Q1 Was at #sxsw #sxswi for prep. Amazing pre push locally. Focus on location based. Google owns 10% of the regions billboards. #pr20chat,,No emotion toward brand or product,Q1 Was at for prep. Amazing pre push locally. Focus on location based. Google owns 10% of the regions billboards.,NEU,1,POS,0.7603880763053894
138,138,Any other #Sxsw accounts I need to follow or apps to download for iPhone?,,No emotion toward brand or product,Any other accounts I need to follow or apps to download for iPhone?,NEU,1,NEU,0.8415948152542114
139,139,Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a business card broadcaster.,,No emotion toward brand or product,Headed to and want to share/gather contact info? {link} can turn your iphone into a business card broadcaster.,NEU,1,NEU,0.5439983010292053
140,140,Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a... {link},,No emotion toward brand or product,Headed to and want to share/gather contact info? {link} can turn your iphone into a... {link},NEU,1,NEU,0.8377140760421753
141,141,BTW - The #sxsw Apple store is sold out of all 3G models (VZW &amp; AT&amp;T).,,No emotion toward brand or product,BTW - The Apple store is sold out of all 3G models (VZW &amp; AT&amp;T).,NEU,1,POS,0.5582942366600037
142,142,Must have #SXSW app! RT @mention Lovely review from Forbes for our SXSW iPad app Holler Gram - {link},iPad or iPhone App,Positive emotion,Must have app! RT Lovely review from Forbes for our SXSW iPad app Holler Gram - {link},POS,2,POS,0.9887818694114685
143,143,Temporary #sxsw apple store. Apple being sneaky as usual  {link},Apple,Positive emotion,Temporary apple store. Apple being sneaky as usual {link},POS,2,NEG,0.5552610754966736
144,144,Anyone at #sxsw been by the pop-up Apple store in Austin? That's gotta be a hopping place today.,,No emotion toward brand or product,Anyone at been by the pop-up Apple store in Austin? That's gotta be a hopping place today.,NEU,1,POS,0.9176518321037292
145,145,ÛÏ@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.Û,iPad or iPhone App,Positive emotion,ÛÏ@mention beta testing interactive book for iPad app by Moonbot studios out of Louisiana. Cool app.Û,POS,2,POS,0.9710992574691772
146,146,Apple won #SxSW from day one. Seeing a TON of #iPad2,iPad,Positive emotion,Apple won from day one. Seeing a TON of,POS,2,POS,0.958739697933197
147,147,#fastball #sxsw Giving away two NEW Ipad2 wifi 32g black Apple cover tweet @mention fo more info #sxswi #attsxsw  Tonight @mention bo.lt house,,No emotion toward brand or product,Giving away two NEW Ipad2 wifi 32g black Apple cover tweet fo more info Tonight bo.lt house,NEU,1,POS,0.5741549730300903
148,148,Anyone at #sxsw had a chance to check out the pop-up Apple store? Wondering if it is worth the trek from the convention center...,,No emotion toward brand or product,Anyone at had a chance to check out the pop-up Apple store? Wondering if it is worth the trek from the convention center...,NEU,1,NEU,0.5489376783370972
149,149,ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ @mention Did you manage to get yours?,iPad,Positive emotion,ÛÏ@mention ipad store sold out of everything except 64gig wifi only whiteÛ Did you manage to get yours?,POS,2,NEG,0.9201341271400452
150,150,ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ also known as the white jeans configuration.,iPad,Positive emotion,ÛÏ@mention ipad store sold out of everything except 64gig wifi only whiteÛ also known as the white jeans configuration.,POS,2,NEG,0.9604396820068359
151,151,Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,iPad,Positive emotion,Offered a ipad promo to ninjafinder users and fans who are not here at Sucks to not be here.,POS,2,NEG,0.8715869784355164
152,152,@mention  #SXSW is an Austin conference. Do a google search - they have interactive / music / film.,,No emotion toward brand or product,is an Austin conference. Do a google search - they have interactive / music / film.,NEU,1,NEU,0.8204101324081421
153,153,Anyone at #sxsw know if apple will be (or is) selling ipad 2 there?,,No emotion toward brand or product,Anyone at know if apple will be (or is) selling ipad 2 there?,NEU,1,NEU,0.8206154108047485
154,154,Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,,No emotion toward brand or product,Anyone at know if the apple store has had a new shipment of iPads yet?,NEU,1,NEU,0.7103883028030396
155,155,Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,,No emotion toward brand or product,Marc Ecko launches app. to autodial political change! {link},NEU,1,NEU,0.7926344871520996
156,156,#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,iPad,Positive emotion,learning about the life-changing impact of the iPad on real people's actual lives - bravo!,POS,2,POS,0.9882273077964783
157,157,@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,,Positive emotion,LonelyPlanet Austin guide for is free for a limited time {link},POS,2,NEU,0.8562517762184143
158,158,"More free #SXSW mp3 downloads, this time from iTunes: {link}",,No emotion toward brand or product,"More free mp3 downloads, this time from iTunes: {link}",NEU,1,NEU,0.5590115189552307
159,159,Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,,No emotion toward brand or product,Anyone at or heading to aclu event seen owt to do with google circles then?,NEU,1,NEU,0.86931973695755
160,160,@mention  #SXSW prompt for memory: go to Google map and describe a childhood walk,,No emotion toward brand or product,prompt for memory: go to Google map and describe a childhood walk,NEU,1,NEU,0.8185886144638062
161,161,The Apple #SXSW store still has iPad 2's and short lines.,iPad,Positive emotion,The Apple store still has iPad 2's and short lines.,POS,2,NEU,0.8734385967254639
162,162,Essential #sxsw tools: {link},,No emotion toward brand or product,Essential tools: {link},NEU,1,NEU,0.6987379789352417
163,163,"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",Other Google product or service,Positive emotion,"Just left tradeshow demo of at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",POS,2,NEU,0.7536269426345825
164,164,"Following #sxsw Tweets on Google Realtime, four platforms on Tweet Deck and listening to panel, realizing I'm spoken to no one here today.",,No emotion toward brand or product,"Following Tweets on Google Realtime, four platforms on Tweet Deck and listening to panel, realizing I'm spoken to no one here today.",NEU,1,NEG,0.5263962745666504
165,165,Anyone at #sxsw want an iPad 2? I'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,,No emotion toward brand or product,Anyone at want an iPad 2? I'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,NEU,1,POS,0.7349381446838379
166,166,Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,iPad,Positive emotion,Anyone at want to make a quick hundred dollars? New from ad hoc apple store here gets hundred plus cost!,POS,2,NEU,0.5604436993598938
167,167,Solving a #SXSW-induced iPhone-in-toilet crisis at Apple Store with @mention (not my crisis for once),,No emotion toward brand or product,Solving a iPhone-in-toilet crisis at Apple Store with (not my crisis for once),NEU,1,NEU,0.6895751953125
168,168,"Monday at #sxsw: barry diller, new york times, congress lunch, W Hotel party, Google party, six dirty martinis. How mondays should be.",Google,Positive emotion,"Monday at barry diller, new york times, congress lunch, W Hotel party, Google party, six dirty martinis. How mondays should be.",POS,2,NEU,0.8599824905395508
169,169,Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,,No emotion toward brand or product,Attending Austin Guide by is now free to download on iTunes - {link},NEU,1,NEU,0.9423049688339233
170,170,"Seriously #sxsw? Did you do any testing on the mobile apps? Constant iPad crashes causing lost schedules, and no sync for WP7.",iPad or iPhone App,Negative emotion,"Seriously Did you do any testing on the mobile apps? Constant iPad crashes causing lost schedules, and no sync for WP7.",NEG,0,NEG,0.9758663773536682
171,171,Ready for #SXSW?! Here are some iPhone apps 2 make ur blogging easier | {link} #SXSW #SXSWi,iPad or iPhone App,Positive emotion,Ready for Here are some iPhone apps 2 make ur blogging easier | {link},POS,2,POS,0.9400330781936646
172,172,ipad2 and #sxsw...a conflagration of doofusness.  {link},iPad,Negative emotion,ipad2 and conflagration of doofusness. {link},NEG,0,NEU,0.9676302075386047
173,173,attention #sxsw'ers - {link} - rumored pop-up temporary Apple store for all your #sxsw iPad 2 launch needs.,Apple,Positive emotion,attention - {link} - rumored pop-up temporary Apple store for all your iPad 2 launch needs.,POS,2,NEU,0.6911066770553589
174,174,I went to #sxswi and all I won was this lousy #iPad #sxsw :-) :-) {link},iPad,Positive emotion,I went to and all I won was this lousy :-) :-) {link},POS,2,NEG,0.9339233636856079
175,175,Hey #sxsw #sxswi folks. If you want to learn about security come over to #bsidesaustin {link},,No emotion toward brand or product,Hey folks. If you want to learn about security come over to {link},NEU,1,NEU,0.785070538520813
176,176,Attending #SXSWi? Work in iPhone / iPad game development? Looking to hire an Austin-based iOS developer? I'm your man. Let's talk. #SXSW,,No emotion toward brand or product,Attending Work in iPhone / iPad game development? Looking to hire an Austin-based iOS developer? I'm your man. Let's talk.,NEU,1,POS,0.6249573826789856
177,177,This is a #WINNING picture #android #google #sxsw {link},Android,Positive emotion,This is a picture {link},POS,2,NEU,0.9587228298187256
178,178,GSD&amp;M + Google 7-10. RT @mention What's the best party to hit tonight? #sxsw @mention @mention,,No emotion toward brand or product,GSD&amp;M + Google 7-10. RT What's the best party to hit tonight?,NEU,1,POS,0.6875671744346619
